0.999214	395/400	1	0	./rcn/refseq-NZ-1413490-PRJNA224116-SAMN02391317-GCF_000639595.1-.-Staphylococcus_aureus_PA57.fna	
0.998738	392/400	1	0	./rcn/refseq-NC-46170-PRJNA178791-.-.-pUR3912-Staphylococcus_aureus_subsp._aureus.fna	
0.996799	380/400	1	0	./rcn/refseq-NC-1308896-PRJNA239434-.-.-.-Staphylococcus_phage_StauST398_4.fna	
0.967561	236/400	1	0	./rcn/refseq-NG-1283-.-.-.-unnamed-Staphylococcus_haemolyticus.fna	
0.934366	135/400	1	0	./rcn/refseq-NC-1284-PRJNA178826-.-.-unnamed-Staphylococcus_hyicus.fna	
0.912854	93/400	1	4.77222e-207	./rcn/refseq-NG-1280-.-.-.-pUB110-Staphylococcus_aureus.fna	
0.910985	90/400	1	5.60257e-199	./rcn/refseq-NG-59610-PRJNA33175-.-.-.-Desulfotomaculum_reducens.fna	
0.899143	73/400	1	2.39758e-154	./rcn/refseq-NG-1280-.-.-.-pTZ22-Staphylococcus_aureus.fna	
0.897584	71/400	1	3.15882e-149	./rcn/refseq-NG-1280-.-.-.-unnamed-Staphylococcus_aureus.fna	
0.895982	69/400	1	3.88783e-144	./rcn/refseq-NC-1280-PRJNA178791-.-.-pDLK2-Staphylococcus_aureus.fna	
0.893496	66/400	1	1.47254e-136	./rcn/refseq-NG-1296-.-.-.-pGFT2-Staphylococcus_sciuri.fna	
0.892644	65/400	1	4.77149e-134	./rcn/refseq-NC-985002-PRJNA224116-.-GCF_000236925.1-pST75-Staphylococcus_aureus_subsp._aureus_MSHR1132.fna	
0.88236	54/400	1	5.60517e-107	./rcn/refseq-NG-349161-PRJNA188943-.-.-.-Desulfotomaculum_reducens_MI_1.fna	
0.857213	34/400	1	8.39564e-61	./rcn/refseq-NG-29383-.-.-.-pSES6-Staphylococcus_equorum_subsp._equorum.fna	
0.855615	33/400	1	1.27944e-58	./rcn/refseq-NC-935657-PRJNA273190-.-.-.-Colletes_gigas.fna	
0.853971	32/400	1	1.88731e-56	./rcn/refseq-NG-1280-.-.-.-pRW001-Staphylococcus_aureus.fna	
0.852278	31/400	1	2.69235e-54	./rcn/refseq-NC-1282-PRJNA178346-.-.-SAP045A-Staphylococcus_epidermidis.fna	
0.848733	29/400	1	4.93613e-50	./rcn/refseq-NC-1542591-PRJNA274907-.-.-.-Hylaeus_dilatatus.fna	
0.846874	28/400	1	6.33034e-48	./rcn/refseq-NG-1288-.-.-.-unnamed-Staphylococcus_xylosus.fna	
0.840896	25/400	1	1.05907e-41	./rcn/refseq-NC-322098-PRJNA224116-SAMN02603687-GCF_000012225.1-pAYWB_III-Aster_yellows_witches_broom_phytoplasma_AYWB.fna	
0.838754	24/400	1	1.15852e-39	./rcn/refseq-NG-1283-.-.-.-pNVH96-Staphylococcus_haemolyticus.fna	
0.836526	23/400	1	1.21343e-37	./rcn/refseq-NG-1292-.-.-.-pSCFS6-Staphylococcus_warneri.fna	
0.836526	23/400	1	1.21343e-37	./rcn/refseq-NC-6304-PRJNA276235-.-.-.-Meloidogyne_arenaria.fna	
0.834205	22/400	1	1.21481e-35	./rcn/refseq-NG-1094508-PRJNA33175-.-.-.-Thermoanaerobacterium_saccharolyticum_JW_SL_YS485.fna	
0.834205	22/400	1	1.21481e-35	./rcn/refseq-NC-46012-PRJNA40409-.-.-.-Radopholus_similis.fna	
0.831783	21/400	1	1.16028e-33	./rcn/refseq-NC-5932-PRJNA72983-.-.-.-Ichthyophthirius_multifiliis.fna	
0.831783	21/400	1	1.16028e-33	./rcn/refseq-NC-398434-PRJNA268604-.-.-.-Neptis_clinia.fna	
0.831783	21/400	1	1.16028e-33	./rcn/refseq-NC-383379-PRJNA13890-.-.-.-Toxoplasma_gondii_RH.fna	
0.831783	21/400	1	1.16028e-33	./rcn/refseq-NC-1280-PRJNA178346-.-.-SAP077A-Staphylococcus_aureus.fna	
0.82925	20/400	1	1.0551e-31	./rcn/refseq-NC-384386-PRJNA226148-.-.-.-Cavariella_salicicola.fna	
0.826596	19/400	1	9.11417e-30	./rcn/refseq-NR-1368313-PRJNA33175-.-.-.-Calochaete_cimrmanii.fna	
0.826596	19/400	1	9.11417e-30	./rcn/refseq-NC-263364-PRJNA273216-.-.-.-Melipona_scutellaris.fna	
0.826596	19/400	1	9.11417e-30	./rcn/refseq-NC-1419480-PRJNA236293-.-.-.-Rapisma_zayuanum.fna	
0.823808	18/400	1	7.46023e-28	./rcn/refseq-NR-51197-PRJNA188943-.-.-.-Syntrophobotulus_glycolicus.fna	
0.823808	18/400	1	7.46023e-28	./rcn/refseq-NG-37372-PRJNA33175-.-.-.-Helicobacter_bilis.fna	
