0.687656	1/400	1	0.450856	./rcn/refseq-AC-10514-PRJNA15102-.-.-.-Canine_adenovirus_2.fna	
0.749894	4/400	1	0.00330197	./rcn/refseq-AC-10515-PRJNA15106-.-.-.-Human_adenovirus_2.fna	
0.687656	1/400	1	0.450856	./rcn/refseq-AC-114424-PRJNA40309-.-.-.-Ovine_mastadenovirus_A.fna	
0.736532	3/400	1	0.0229078	./rcn/refseq-AC-129950-PRJNA40311-.-.-.-Bovine_mastadenovirus_B.fna	
0.687656	1/400	1	0.450856	./rcn/refseq-AC-129953-PRJNA14612-.-.-.-Bovine_mastadenovirus_A.fna	
0.687656	1/400	1	0.450856	./rcn/refseq-AC-129956-PRJNA40319-.-.-.-Murine_mastadenovirus_A.fna	
0.687656	1/400	1	0.450856	./rcn/refseq-AC-130328-PRJNA40313-.-.-.-Duck_adenovirus_A.fna	
0.749894	4/400	1	0.00330197	./rcn/refseq-AC-130371-PRJNA40317-.-.-.-Porcine_mastadenovirus_C.fna	
0.736532	3/400	1	0.0229078	./rcn/refseq-AC-190061-PRJNA40323-.-.-.-Fowl_aviadenovirus_A.fna	
0.736532	3/400	1	0.0229078	./rcn/refseq-AC-190064-PRJNA40321-.-.-.-Fowl_aviadenovirus_D.fna	
0.687656	1/400	2	0.450856	./rcn/refseq-AC-198503-PRJNA14607-.-.-.-Simian_adenovirus_21.fna	
0.687656	1/400	1	0.450856	./rcn/refseq-AC-28285-PRJNA15107-.-.-.-Human_adenovirus_5.fna	
0.803193	12/400	1	2.2043e-12	./rcn/refseq-AC-35265-PRJNA14610-.-.-.-Porcine_adenovirus_3.fna	
0.736532	3/400	1	0.0229078	./rcn/refseq-AC-47680-PRJNA14611-.-.-.-Tree_shrew_adenovirus_1.fna	
0.718101	2/400	1	0.121455	./rcn/refseq-NC-1000373-PRJNA82351-.-.-.-Rosellinia_necatrix_quadrivirus_1.fna	
