0.687656	1/400	15	0.529517	./rcn/refseq-AC-10514-PRJNA15102-.-.-.-Canine_adenovirus_2.fna	
0.687656	1/400	1	0.529517	./rcn/refseq-AC-10519-PRJNA15114-.-.-.-Human_adenovirus_7.fna	
0.736532	3/400	5	0.040786	./rcn/refseq-AC-10533-PRJNA15113-.-.-.-Human_adenovirus_1.fna	
0.760426	5/400	1	0.00106605	./rcn/refseq-AC-11144-PRJNA15138-.-.-.-Murine_hepatitis_virus_strain_JHM.fna	
0.718101	2/400	9	0.17444	./rcn/refseq-AC-114424-PRJNA40309-.-.-.-Ovine_mastadenovirus_A.fna	
0.687656	1/400	6	0.529517	./rcn/refseq-AC-129950-PRJNA40311-.-.-.-Bovine_mastadenovirus_B.fna	
0.687656	1/400	3	0.529517	./rcn/refseq-AC-129953-PRJNA14612-.-.-.-Bovine_mastadenovirus_A.fna	
0.718101	2/400	6	0.17444	./rcn/refseq-AC-129956-PRJNA40319-.-.-.-Murine_mastadenovirus_A.fna	
0.783095	8/400	8	1.2461e-06	./rcn/refseq-AC-130310-PRJNA15105-.-.-.-Human_mastadenovirus_D.fna	
0.736532	3/400	4	0.040786	./rcn/refseq-AC-130328-PRJNA40313-.-.-.-Duck_adenovirus_A.fna	
0.687656	1/400	1	0.529517	./rcn/refseq-AC-130371-PRJNA40317-.-.-.-Porcine_mastadenovirus_C.fna	
0.718101	2/400	5	0.17444	./rcn/refseq-AC-175567-PRJNA14608-.-.-.-Simian_adenovirus_25.fna	
0.749894	4/400	5	0.0073309	./rcn/refseq-AC-190061-PRJNA40323-.-.-.-Fowl_aviadenovirus_A.fna	
0.736532	3/400	4	0.040786	./rcn/refseq-AC-190064-PRJNA40321-.-.-.-Fowl_aviadenovirus_D.fna	
0.718101	2/400	6	0.17444	./rcn/refseq-AC-198503-PRJNA14607-.-.-.-Simian_adenovirus_21.fna	
0.687656	1/400	2	0.529517	./rcn/refseq-AC-28285-PRJNA15107-.-.-.-Human_adenovirus_5.fna	
0.760426	5/400	9	0.00106605	./rcn/refseq-AC-298333-PRJNA15112-.-.-.-Turkey_siadenovirus_A.fna	
0.718101	2/400	3	0.17444	./rcn/refseq-AC-35265-PRJNA14610-.-.-.-Porcine_adenovirus_3.fna	
0.749894	4/400	7	0.0073309	./rcn/refseq-AC-47680-PRJNA14611-.-.-.-Tree_shrew_adenovirus_1.fna	
0.760426	5/400	1	0.00106605	./rcn/refseq-NC-1000373-PRJNA82351-.-.-.-Rosellinia_necatrix_quadrivirus_1.fna	
0.687656	1/400	1	0.529517	./rcn/refseq-NC-1001263-PRJNA65305-.-.-.-Cotton_leaf_curl_virus_associated_DNA_1_isolate_Lucknow.fna	
0.769141	6/400	5	0.000129879	./rcn/refseq-NC-1001533-PRJNA16202-.-.-.-Bos_taurus_papillomavirus_7.fna	
0.736532	3/400	5	0.040786	./rcn/refseq-NC-1001582-PRJNA224116-SAMN02603189-GCF_000204275.1-pMC1-Bacillus_amyloliquefaciens_LL3.fna	
0.687656	1/400	13	0.529517	./rcn/refseq-NC-1001583-PRJNA224116-.-GCF_000359625.1-pKB290_2-Lactobacillus_brevis_KB290.fna	
0.736532	3/400	5	0.040786	./rcn/refseq-NC-1001583-PRJNA224116-.-GCF_000359625.1-pKB290_3-Lactobacillus_brevis_KB290.fna	
